,date,new_cases,new_deaths,new_tests,positive_rate,new_vaccinations
161542,2022-01-15,4190.0,29.0,,,349206.0
161543,2022-01-16,3858.0,23.0,,,21448.0
161544,2022-01-17,4070.0,45.0,,,474184.0
161545,2022-01-18,5800.0,74.0,,,322112.0
161546,2022-01-19,6601.0,28.0,,,271871.0
161547,2022-01-20,6766.0,21.0,,,337677.0
161548,2022-01-21,7005.0,28.0,,,544659.0
161549,2022-01-22,7628.0,11.0,,,286504.0
161550,2022-01-23,7511.0,25.0,,,16561.0
161551,2022-01-24,8566.0,23.0,,,351167.0
161552,2022-01-25,13004.0,32.0,,,283375.0
161553,2022-01-26,14514.0,34.0,,,289902.0
161554,2022-01-27,16085.0,24.0,,,350668.0
161555,2022-01-28,17540.0,34.0,,,556410.0
161556,2022-01-29,17515.0,20.0,,,371403.0
161557,2022-01-30,17072.0,23.0,,,26988.0
161558,2022-01-31,18333.0,17.0,,,20961.0
161559,2022-02-01,20268.0,15.0,,,3262.0
161560,2022-02-02,22904.0,25.0,,,13919.0
161561,2022-02-03,27442.0,24.0,,,394104.0
161562,2022-02-04,36362.0,22.0,,,407846.0
161563,2022-02-05,38670.0,15.0,,,230001.0
161564,2022-02-06,35275.0,13.0,,,13451.0
161565,2022-02-07,36718.0,36.0,290320.0,,277589.0
161566,2022-02-08,49558.0,21.0,603600.0,0.4063,185585.0
161567,2022-02-09,54122.0,20.0,589150.0,0.2325,165368.0
161568,2022-02-10,53926.0,49.0,483257.0,0.1815,225867.0
161569,2022-02-11,54918.0,33.0,571473.0,0.1437,335823.0
161570,2022-02-12,56425.0,36.0,551773.0,0.1217,187596.0
161571,2022-02-13,54616.0,21.0,328417.0,0.1152,9989.0
161572,2022-02-14,57175.0,61.0,284433.0,0.1116,218280.0
161573,2022-02-15,90430.0,39.0,691591.0,0.1205,160305.0
161574,2022-02-16,93127.0,36.0,673409.0,0.1285,148197.0
161575,2022-02-17,109828.0,45.0,580624.0,0.1403,189140.0
161576,2022-02-18,102203.0,71.0,711493.0,0.1475,276032.0
161577,2022-02-19,104828.0,51.0,691301.0,0.1545,151839.0
161578,2022-02-20,95347.0,45.0,467614.0,0.1592,9189.0
161579,2022-02-21,99550.0,58.0,393323.0,0.1652,176062.0
161580,2022-02-22,171448.0,99.0,892309.0,0.17600000000000002,125981.0
161581,2022-02-23,170006.0,82.0,842625.0,0.1863,121195.0
161582,2022-02-24,165889.0,94.0,889816.0,0.18600000000000003,167514.0
161583,2022-02-25,166206.0,112.0,856010.0,0.1934,254667.0
161584,2022-02-26,163558.0,49.0,821672.0,0.1999,133608.0
161585,2022-02-27,139615.0,114.0,557018.0,0.2049,6839.0
161586,2022-02-28,138993.0,112.0,457234.0,0.2099,163455.0
161587,2022-03-01,219237.0,96.0,1068586.0,0.2118,5726.0
161588,2022-03-02,198802.0,128.0,550621.0,0.2292,83231.0
161589,2022-03-03,266838.0,186.0,855739.0,0.2503,85636.0
161590,2022-03-04,254326.0,216.0,871201.0,0.2666,130869.0
161591,2022-03-05,243612.0,161.0,837319.0,0.2812,62847.0
161592,2022-03-06,210713.0,139.0,563132.0,0.2945,2064.0
161593,2022-03-07,202714.0,186.0,502248.0,0.3041,91645.0
161594,2022-03-08,342427.0,158.0,1096021.0,0.3259,68246.0
161595,2022-03-09,327532.0,206.0,969753.0,0.3245,11356.0
161596,2022-03-10,282976.0,229.0,643444.0,0.34,90490.0
161597,2022-03-11,383651.0,269.0,1154325.0,0.3457,127757.0
161598,2022-03-12,350176.0,251.0,987638.0,0.355,47287.0
161599,2022-03-13,309769.0,200.0,704150.0,0.3631,990.0
161600,2022-03-14,362328.0,293.0,564374.0,0.3855,68663.0
161601,2022-03-15,400725.0,164.0,1022093.0,0.3998,53845.0
161602,2022-03-16,621317.0,429.0,716697.0,0.46799999999999997,53765.0
161603,2022-03-17,407017.0,301.0,609998.0,0.4922,65293.0
161604,2022-03-18,381329.0,319.0,673019.0,0.5367,103434.0
161605,2022-03-19,334708.0,327.0,594011.0,0.5768,36585.0
161606,2022-03-20,209169.0,329.0,380216.0,0.5957,651.0
161607,2022-03-21,353725.0,384.0,389419.0,0.6175,61370.0
161608,2022-03-22,490707.0,291.0,818479.0,0.6691,43739.0
161609,2022-03-23,395589.0,470.0,602067.0,0.6324,46347.0
161610,2022-03-24,339396.0,392.0,523847.0,0.6291,53704.0
161611,2022-03-25,335479.0,323.0,591044.0,0.6306,84861.0
161612,2022-03-26,318130.0,282.0,519986.0,0.6385,39289.0
161613,2022-03-27,187213.0,287.0,341798.0,0.6392,648.0
161614,2022-03-28,347374.0,237.0,336186.0,0.6466,49431.0
161615,2022-03-29,424528.0,432.0,697301.0,0.6499,32241.0
161616,2022-03-30,320675.0,375.0,484009.0,0.6505,35601.0
161617,2022-03-31,280187.0,360.0,413213.0,0.6542,45619.0
161618,2022-04-01,264097.0,339.0,475511.0,0.6555,64400.0
161619,2022-04-02,234301.0,306.0,398348.0,0.6542,29091.0
161620,2022-04-03,127190.0,218.0,250765.0,0.6541,396.0
161621,2022-04-04,265995.0,209.0,236261.0,0.6486,30742.0
161622,2022-04-05,286243.0,371.0,541009.0,0.6354,20265.0
161623,2022-04-06,224761.0,348.0,365840.0,0.6277,25581.0
161624,2022-04-07,205289.0,373.0,308999.0,0.624,30008.0
161625,2022-04-08,185495.0,338.0,377463.0,0.617,51133.0
161626,2022-04-09,164481.0,329.0,308613.0,0.6109,18582.0
161627,2022-04-10,90928.0,258.0,188709.0,0.6116,248.0
161628,2022-04-11,210676.0,171.0,177479.0,0.6031,19144.0
161629,2022-04-12,195370.0,184.0,421632.0,0.5943,14853.0
161630,2022-04-13,148417.0,318.0,270204.0,0.5848,20643.0
161631,2022-04-14,125808.0,264.0,214706.0,0.5724,50103.0
161632,2022-04-15,107882.0,273.0,280298.0,0.5606,102352.0
161633,2022-04-16,93001.0,203.0,217635.0,0.5489999999999999,27440.0
161634,2022-04-17,47743.0,132.0,111678.0,0.5485,346.0
161635,2022-04-18,118445.0,130.0,99020.0,0.518,62076.0
161636,2022-04-19,111280.0,166.0,316541.0,0.4984,64031.0
161637,2022-04-20,90825.0,147.0,203803.0,0.4814,75304.0
161638,2022-04-21,81010.0,206.0,155625.0,0.4696,72294.0
161639,2022-04-22,75414.0,151.0,235017.0,0.4612,156261.0
161640,2022-04-23,64725.0,109.0,177802.0,0.4536,40763.0
161641,2022-04-24,34370.0,110.0,91771.0,0.4502,584.0
161642,2022-04-25,80301.0,0.0,78556.0,0.4272,210343.0
161643,2022-04-26,76761.0,223.0,267536.0,0.41600000000000004,224835.0
161644,2022-04-27,0.0,0.0,175089.0,0.3492,230692.0
161645,2022-04-28,107990.0,258.0,119778.0,0.3837,212263.0
161646,2022-04-29,43262.0,70.0,200367.0,0.3667,395064.0
161647,2022-04-30,37771.0,81.0,149153.0,0.3515,83552.0
161648,2022-05-01,20084.0,83.0,76216.0,0.3433,1193.0
161649,2022-05-02,51020.0,49.0,57476.0,0.3222,167110.0
161650,2022-05-03,49038.0,72.0,222266.0,0.3091,181654.0
161651,2022-05-04,42277.0,79.0,147160.0,0.3614,162421.0
161652,2022-05-05,26714.0,48.0,133900.0,0.2739,3654.0
161653,2022-05-06,39552.0,83.0,58380.0,0.3155,254867.0
161654,2022-05-07,40064.0,71.0,208279.0,0.2974,50047.0
161655,2022-05-08,20601.0,40.0,71894.0,0.2994,641.0
161656,2022-05-09,49896.0,62.0,59807.0,0.2974,107620.0
161657,2022-05-10,43899.0,29.0,228307.0,0.2897,127501.0
161658,2022-05-11,35883.0,63.0,160852.0,0.2785,107193.0
161659,2022-05-12,32409.0,52.0,105445.0,0.2937,104812.0
161660,2022-05-13,29541.0,55.0,186144.0,0.2472,163786.0
161661,2022-05-14,25434.0,48.0,138555.0,0.2499,36875.0
161662,2022-05-15,13296.0,35.0,66428.0,0.2436,492.0
161663,2022-05-16,35072.0,27.0,52226.0,0.2298,63733.0
161664,2022-05-17,31315.0,31.0,214390.0,0.2196,76266.0
161665,2022-05-18,28105.0,40.0,157823.0,0.2119,64377.0
161666,2022-05-19,25108.0,43.0,95839.0,0.2061,61191.0
161667,2022-05-20,23442.0,26.0,185680.0,0.1995,104947.0
161668,2022-05-21,19298.0,54.0,136954.0,0.1931,24182.0
161669,2022-05-22,9975.0,22.0,64950.0,0.1898,317.0
161670,2022-05-23,26313.0,19.0,49748.0,0.1806,42546.0
161671,2022-05-24,23938.0,23.0,204088.0,0.1745,50696.0
161672,2022-05-25,18797.0,34.0,149501.0,0.1656,45238.0
161673,2022-05-26,16567.0,40.0,82634.0,0.1584,44601.0
161674,2022-05-27,14382.0,36.0,171830.0,0.1504,80332.0
161675,2022-05-28,12654.0,19.0,123776.0,0.1449,20485.0
161676,2022-05-29,6139.0,9.0,52153.0,0.1425,294.0
161677,2022-05-30,17176.0,9.0,38927.0,0.1333,32950.0
161678,2022-05-31,15777.0,21.0,188343.0,0.1257,34061.0
161679,2022-06-01,9898.0,15.0,147210.0,0.115,3459.0
161680,2022-06-02,12522.0,17.0,40341.0,0.1161,27600.0
161681,2022-06-03,12016.0,9.0,178956.0,0.11199999999999999,52207.0
161682,2022-06-04,9835.0,20.0,117480.0,0.1092,13608.0
161683,2022-06-05,5022.0,21.0,,,162.0
161684,2022-06-06,6172.0,20.0,,,979.0
161685,2022-06-07,13320.0,6.0,,,19901.0
