,date,code,avg_temp,min_temp,max_temp,precipitation,max_wind_speed,most_wind_direction,avg_relative_humidity,Unnamed: 0,time,test,negative,confirmed,released,deceased,cold,flu,pneumonia,coronavirus
150,2020-06-18,32125.0,20.2875,18.3,23.0625,17.0,4.2875,173.75,83.43125,150,0,1145712,1111741,12257,10800,280,0.10645,0.03354,0.12808,2.28038
151,2020-06-19,32125.0,22.1,18.51875,27.21875,1.2312500000000002,5.0375,113.125,76.00625,151,0,1158063,1124567,12306,10835,280,0.10036,0.02845,0.12381,2.29765
152,2020-06-20,32125.0,22.49375,18.79375,27.04375,0.0125,4.13125,159.375,75.78125,152,0,1170901,1137058,12373,10856,280,0.11763,0.0259,0.09154,2.20002
153,2020-06-21,32125.0,23.006249999999998,18.575,28.518750000000008,0.0,4.51875,148.125,73.05,153,0,1176463,1143971,12421,10868,280,0.12463,0.02818,0.09154,2.21329
154,2020-06-22,32125.0,24.768749999999997,18.6,31.206249999999994,0.0,4.11875,187.5,67.96874999999999,154,0,1182066,1150225,12438,10881,280,0.11117,0.03699,0.12317,2.4661
155,2020-06-23,32125.0,24.750000000000004,19.743750000000002,29.9,0.0,3.8124999999999996,178.125,67.44999999999999,155,0,1196012,1161250,12484,10908,281,0.10154,0.03636,0.12099,2.50456
156,2020-06-24,32125.0,22.48125,20.418749999999996,25.418749999999996,19.9875,5.0562499999999995,147.5,83.50625000000001,156,0,1208597,1175817,12535,10930,281,0.12045,0.03381,0.12817,2.2074700000000003
157,2020-06-25,32125.0,21.74375,20.125000000000004,23.912499999999998,7.4750000000000005,4.2562500000000005,195.0,92.71875,157,0,1220478,1189015,12563,10974,282,0.12072,0.0419,0.11936,2.16993
158,2020-06-26,32125.0,23.131249999999994,19.65,27.650000000000002,0.41250000000000003,5.18125,232.5,77.18125,158,0,1232315,1200885,12602,11172,282,0.11381,0.03027,0.11317,2.15139
159,2020-06-27,32125.0,24.143750000000004,20.275000000000002,29.450000000000003,0.0125,3.725,206.875,74.5125,159,0,1243780,1211261,12653,11317,282,0.10554,0.02136,0.08354,1.96848
160,2020-06-28,32125.0,24.19375,20.331249999999997,29.381249999999998,0.0125,4.70625,211.875,75.76875,160,0,1251695,1219975,12715,11364,282,0.12563,0.02872,0.08072,2.1972
161,2020-06-29,32125.0,22.062499999999996,19.08125,25.900000000000002,44.94375,6.8999999999999995,110.625,87.35625,161,0,1259954,1228698,12757,11429,282,0.14263,0.04308,0.11254000000000003,2.41501
